Bulk Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O 
41 709.68 824.20 100.016625 64.5215 0.0748316 10.227 0.165911 0 0.391162 0 0.0166293 0 0 0.3409 3.73327 3.89956 0 16.6293
40 1016.13 805.40 100.016806 64.5214 0.0748315 10.227 0.167717 0 0.389536 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
29 1169.35 816.00 100.016439 64.5216 0.0748318 10.227 0.16405 0 0.392838 0 0.0166293 0 0 0.3409 3.73327 3.89957 0 16.6293
39 250.00 883.70 100.015876 64.522 0.0748322 10.2271 0.158431 0 0.397897 0 0.0166294 0 0 0.340902 3.7333 3.89959 0 16.6294
39 862.90 818.60 100.016653 64.5215 0.0748316 10.227 0.166189 0 0.390912 0 0.0166292 0 0 0.3409 3.73327 3.89956 0 16.6292
42 709.68 823.20 100.016642 64.5215 0.0748316 10.227 0.166074 0 0.391015 0 0.0166292 0 0 0.3409 3.73327 3.89956 0 16.6292
40 1322.58 783.00 100.017055 64.5212 0.0748313 10.2269 0.1702 0 0.387301 0 0.0166292 0 0 0.340898 3.73325 3.89954 0 16.6292
15 403.23 875.10 100.015978 64.5219 0.0748321 10.2271 0.159453 0 0.396977 0 0.0166294 0 0 0.340902 3.73329 3.89958 0 16.6294
30 1169.35 813.00 100.016504 64.5216 0.0748317 10.227 0.164702 0 0.392251 0 0.0166293 0 0 0.3409 3.73327 3.89956 0 16.6293
41 1016.13 805.50 100.016804 64.5214 0.0748315 10.227 0.167699 0 0.389552 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
43 709.68 822.20 100.016658 64.5215 0.0748316 10.227 0.166237 0 0.390868 0 0.0166292 0 0 0.3409 3.73327 3.89956 0 16.6292
40 250.00 882.70 100.015888 64.522 0.0748322 10.2271 0.158551 0 0.397789 0 0.0166294 0 0 0.340902 3.73329 3.89959 0 16.6294
35 556.45 847.70 100.016315 64.5217 0.0748319 10.227 0.162816 0 0.393948 0 0.0166293 0 0 0.340901 3.73328 3.89957 0 16.6293
41 1322.58 784.00 100.017035 64.5212 0.0748313 10.2269 0.170004 0 0.387477 0 0.0166292 0 0 0.340898 3.73325 3.89954 0 16.6292
31 1169.35 810.00 100.016570 64.5215 0.0748317 10.227 0.165362 0 0.391657 0 0.0166293 0 0 0.3409 3.73327 3.89956 0 16.6293
42 1016.13 805.60 100.016803 64.5214 0.0748315 10.227 0.167681 0 0.389568 0 0.0166292 0 0 0.340899 3.73326 3.89955 0 16.6292
40 862.90 818.70 100.016651 64.5215 0.0748316 10.227 0.166172 0 0.390927 0 0.0166292 0 0 0.3409 3.73327 3.89956 0 16.6292
44 709.68 821.20 100.016674 64.5215 0.0748316 10.227 0.166402 0 0.39072 0 0.0166292 0 0 0.340899 3.73327 3.89956 0 16.6292
41 250.00 881.70 100.015900 64.522 0.0748322 10.2271 0.158671 0 0.39768 0 0.0166294 0 0 0.340902 3.73329 3.89959 0 16.6294
36 556.45 846.70 100.016330 64.5217 0.0748319 10.227 0.162961 0 0.393818 0 0.0166293 0 0 0.340901 3.73328 3.89957 0 16.6293
